ID,标题,内容,原始链接,量科链接,来源域名,原始日期,量科日期,标签
188,Terra Quantum将以35亿美元估值通过SPAC方式上市,Terra Quantum与特殊目的收购公司Axiom Intelligence Acquisition Corp 1 昨日联合宣布签署最终业务合并协议，股权估值达35亿美元，交易完成后Terra Quantum将成为上市公司。总部位于瑞士圣加仑的Terra Quantum在量子技术、量子安全及AI驱动优化领域处于全球领先地位，依托其专有量子算法、量子安全解决方案、混合量子—经典计算技术及企业级软件平台，上市后将加速其在全球市场的布局与发展。,https://www.prnewswire.com/news-releases/terra-quantum-and-axiom-intelligence-acquisition-corp-1-announce-definitive-business-combination-agreement-at-a-3-5-billion-equity-valuation-302781704.html,http://www.qtc.com.cn/flash/177984660033223.html,www.prnewswire.com,2026-05-26,2026-05-27,"[""后量子密码"", ""融资商业"", ""产品动态"", ""宏观态势"", ""产品动态"", ""宏观态势"", ""资本运作""]"
187,英国量子计算初创公司Universal Quantum受到多家SPAC公司关注,英国量子计算初创公司Universal Quantum最近受到多家美国投资机构提出的收购与上市意向，这正值英美两国在商用量子计算领域的竞争日趋激烈之际。据外媒报道，多家美国特殊目的收购公司（SPAC）已与这家位于布莱顿的初创企业接洽，讨论其在纽约证券交易所上市的可能性。与此同时，Universal Quantum正寻求最高达1亿美元融资，投资方包括硅谷风险投资机构。该资金将用于开发可连接多个量子芯片的系统，以推动构建更大规模、更高性能的量子计算机。,https://thequantuminsider.com/2026/05/26/uk-quantum-startup-draws-interest-from-u-s-spacs-the-telegraph-reports/,http://www.qtc.com.cn/flash/177984796033221.html,thequantuminsider.com,2026-05-26,2026-05-27,"[""量子计算"", ""融资商业"", ""产品动态"", ""半导体"", ""产品动态"", ""产品动态""]"
186,BitGo将与Silence Laboratories共同开发量子安全的MPC钱包基础设施,数字资产基础设施公司BitGo日前宣布达成一项战略合作，该公司将与Silence Laboratories共同开发面向机构数字资产托管与交易签名的量子安全多方计算（MPC）钱包基础设施。作为合作的一部分，双方已完成了首个由受监管托管机构基于MPC钱包基础设施进行的首次后量子交易模拟。该演示展示了一种全新的量子安全钱包架构，旨在帮助银行、托管机构、交易所及其他机构级数字资产平台，为后量子安全转型提供支持。,https://www.businesswire.com/news/home/20260526229210/en/BitGo-and-Silence-Laboratories-Complete-First-Post-Quantum-MPC-Transaction-Simulation-by-a-Regulated-Custodian,http://www.qtc.com.cn/flash/177984896033222.html,www.businesswire.com,,2026-05-27,"[""后量子密码"", ""产品动态"", ""企业资讯"", ""政策标准"", ""产品动态"", ""企业资讯"", ""宏观态势""]"
185,网络安全公司Genience宣布进军量子安全市场,网络安全公司Genience日前宣布进军量子安全市场，该公司计划为量子计算时代开发量子安全技术，并在后量子安全市场中确立自身定位。据相关人士透露，该公司“量子安全网关”技术已进入最终验证阶段，该技术属于其ZeroTrust 3.0战略的一部分。该技术旨在应对量子计算时代的黑客攻击威胁，并致力于构建自主知识产权、可与全球企业竞争的量子安全技术能力。,https://thequantuminsider.com/2026/05/26/genience-enters-4-7-trillion-won-quantum-security-market/,http://www.qtc.com.cn/flash/177985020033220.html,thequantuminsider.com,2026-05-26,2026-05-27,"[""量子计算"", ""后量子密码"", ""企业资讯"", ""宏观态势"", ""企业资讯"", ""宏观态势"", ""宏观态势""]"
184,ESL Shipping与QMill将合作探索量子计算在复杂航运决策领域的应用潜力,ESL Shipping近日启动了一项为期多年的研发项目“智能船队优化”，旨在探索量子计算在复杂航运运营中的应用，并通过先进优化方法提升船队层面的规划与决策能力。该项目得到芬兰国家商务促进局部分资助，将重点解决应对货物流动、运力约束、排放以及商业优先级同时管理所带来的挑战。在该项目中，ESL Shipping将与QMill合作，基于真实运营数据评估量子计算在优化问题中的适用性。,https://qmill.com/en/press-release-esl-shipping-and-qmill-explore-quantum-computing,http://www.qtc.com.cn/flash/177985096033224.html,qmill.com,,2026-05-27,"[""量子计算"", ""企业资讯"", ""企业资讯"", ""宏观态势""]"
183,北京量子院研究团队利用生成式AI实现连续原生门量子线路的混合扩散-优化合成,"近日，北京量子信息科学研究院（以下简称“量子院”）相干原子系统的量子测量与操控团队在利用生成式AI实现连续原生门量子线路的优化生成方面取得进展。2026年5月21日，相关成果以“连续原生门量子线路合成的混合扩散-优化方法”（Hybrid diffusion-optimization for quantum synthesis with continuous native gates）为题，发表在Physica Scripta上。
在量子计算中，将给定目标幺正矩阵映射为可在硬件上直接执行的量子线路是一项重要任务，这个过程通常被称为量子线路合成，即根据目标量子操作生成相应的量子门序列，使其能在具体量子硬件上运行。随着量子比特数量增加，传统基于搜索和梯度优化的方法在计算复杂度上迅速上升，而不同硬件平台的原生门集多样化也增加了线路生成的难度。为此，研究团队引入生成式AI模型，通过学习量子线路结构与连续参数之间的关系，探索高效生成量子线路的新途径。
研究团队发展的混合扩散-优化框架将去噪扩散模型（DDPM）与轻量级梯度后优化结合，用于连续原生门量子线路的生成与微调（见图1）。在该方法中，量子线路",https://iopscience.iop.org/article/10.1088/1402-4896/ae6a4a,http://www.qtc.com.cn/article/177976380233088.html,iopscience.iop.org,,2026-05-26,"[""量子计算"", ""量子传感"", ""产品动态"", ""企业资讯"", ""科技前沿"", ""产品动态"", ""企业资讯"", ""科技前沿"", ""科技前沿""]"
182,印度储备银行新设Q-SAFE八人专家组，以全面评估量子威胁与加密转型,印度储备银行（RBI）日前宣布成立“量子安全与自适应金融生态系统专家委员会”（Q-SAFE），该委员会由八名成员组成，将负责评估量子技术在金融领域的潜在收益、风险与挑战。据悉，该委员会将通过加密材料清单（CBOM）评估金融行业的密码资产状况，分析加密敏捷性，并识别最易受到量子威胁影响的关键系统与流程。此外，该委员会还将评估行业对采用量子安全密码技术的准备程度，并为印度金融体系实现量子安全提出了路线图和框架建议。,https://www.thehindubusinessline.com/money-and-banking/rbi-launches-q-safe-panel-to-study-quantum-technology-in-banking/article71020966.ece,http://www.qtc.com.cn/flash/177976418033094.html,www.thehindubusinessline.com,2026-05-25,2026-05-26,"[""后量子密码"", ""宏观态势""]"
181,Scaleway与QbitSoft联手推出欧洲首个云原生量子采用计划,欧洲公有云服务提供商Scaleway与法国量子应用深科技公司QbitSoft日前联合推出“量子采用计划”，旨在帮助企业识别、验证并扩展量子技术应用场景，同时降低量子技术使用门槛，无需企业具备相关前期专业经验。该计划整合了主权云平台、应用专业知识以及对多种量子技术的直接访问能力，提出了一种面向欧洲市场的量子技术应用模式，重点基于云原生架构，并聚焦实际业务应用与落地。,https://www.scaleway.com/en/news/scaleway-and-qbitsoft-launch-europes-first-cloud-native-quantum-adoption-program/,http://www.qtc.com.cn/flash/177976518033093.html,www.scaleway.com,2026-05-22,2026-05-26,"[""产品动态"", ""宏观态势"", ""产品动态"", ""宏观态势"", ""产品动态""]"
180,浙江大学量子物态与器件研究中心：耗散塑造响应,"当我们给材料加电场并测量电流时，最自然的想法是：电流响应可以告诉我们材料的内禀性质。在线性响应中，这个想法常常很有效。可是对于非线性响应，事情没有这么简单：电场持续做功，电子不断被推离平衡；如果没有环境带走能量、动量或粒子，系统就无法形成稳定电流。实验最后读到的，不是一个孤立材料的“裸”性质，而是外场驱动和耗散机制共同建立的非平衡稳态。这正是本文想强调的核心物理：耗散不是响应之外的背景，它会参与塑造响应。
近日，浙江大学量子物态与器件研究中心施李坤研究员、常凯院士团队在非线性量子输运理论方面取得进展。相关论文“Dissipation-Shaped Quantum Geometry in Nonlinear Transport”发表在物理学期刊Physical Review Letters，入选 Editors’ Suggestion 并同时做为当周 PRL 封面展示。论文第一作者是研究中心的郭智超同学，施李坤研究员与常凯院士为共同通讯作者，刘行远、汪华研究员参与合作。
下图展示的就是这篇工作的基本图像。真实器件中的电子可以通过许多方式与环境相互作用：它可以与金属背栅或费米热库交换粒子，",https://journals.aps.org/prl/abstract/10.1103/rbck-mt1k,http://www.qtc.com.cn/article/177976594733086.html,journals.aps.org,,2026-05-26,"[""企业资讯"", ""科技前沿"", ""企业资讯"", ""科技前沿"", ""科技前沿""]"
179,印度量子安全技术初创公司Pramatra Space获得种子前融资,总部位于印度班加罗尔的Pramatra Space近日宣布完成一轮金额未披露的种子前融资，由Seafund Ventures领投，用于推进其量子安全卫星与地面通信技术研发，以应对“Q-Day”带来的网络安全风险。据悉，该公司正在开发量子密钥分发系统，并在印度理工学院马德拉斯分校完成了基于其专有光子集成电路芯片的纠缠量子通信验证。该公司计划于2027年开展在轨演示任务。投资方表示，此次融资显示出市场对印度量子技术、网络安全及航天基础设施等主权深科技能力的关注持续升温。,https://thequantuminsider.com/2026/05/25/quantum-security-venture-pramatra-space-raises-pre-seed-funding/,http://www.qtc.com.cn/flash/177976618033092.html,thequantuminsider.com,2026-05-25,2026-05-26,"[""光量子"", ""量子通信"", ""后量子密码"", ""融资商业"", ""产品动态"", ""半导体"", ""宏观态势"", ""产品动态"", ""宏观态势"", ""资本运作""]"
178,南京大学邹欣晔和程建春课题组实现轨道诱导的三维ℤ分类高阶拓扑绝缘体,"南京大学物理学院声学研究所、近代声学教育部重点实验室、人工微结构科学与技术协同创新中心邹欣晔和程建春课题组在高阶拓扑声学研究方面取得重要进展，通过引入简并 p 轨道构建了三维轨道 Su-Schrieffer-Heeger 模型，首次在实验上实现了具有大多极手征数的三维 ℤ 分类高阶拓扑绝缘体。相关成果以 “3D ℤ-Classified Higher-Order Topological Insulator Induced by Multiple Orbitals” 为题发表在国际著名物理刊物Physical Review Letters，详见 Physical Review Letters 136, 186603 (2026)。
近年来，ℤ 分类高阶拓扑绝缘体因其可在每个角点支持多个拓扑角态而受到广泛关注。这类角态由多极手征数保护，其角态数目可由拓扑不变量直接给出，因此为高维度的多模式波场调控和拓扑器件设计提供了新的物理基础。然而，在三维体系中实现大多极手征数的 ℤ 分类高阶拓扑相通常需要复杂的长程耦合，这给实际材料和人工结构的设计带来了较大困难。针对这一难题，研究团队提出利用声学体系",https://journals.aps.org/prl/abstract/10.1103/74kx-xg78,http://www.qtc.com.cn/article/177976716733087.html,journals.aps.org,,2026-05-26,"[""拓扑"", ""科技前沿"", ""宏观态势"", ""科技前沿"", ""宏观态势"", ""科技前沿""]"
177,普林斯顿大学推出AI机器人实验室系统可实现石墨烯与量子材料自主制备,美国普林斯顿大学的研究人员开发出一款名为Qumus的AI驱动机器人实验室系统，可自主制备石墨烯，并制造包括石墨烯晶体管在内的原子级薄层量子材料器件。据介绍，该系统整合了大语言模型、机器人技术、计算机视觉与自动化实验设备，能够在无人干预条件下自主完成量子材料实验的规划、执行、分析与修正。他们的研究表明，此类自主实验系统有望加快量子材料、范德华结构及未来量子电子器件的发现与制造流程。,https://thequantuminsider.com/2026/05/25/ai-run-robot-lab-creates-graphene-and-builds-quantum-devices/,http://www.qtc.com.cn/flash/177976718033091.html,thequantuminsider.com,2026-05-25,2026-05-26,"[""产品动态"", ""半导体"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""科技前沿""]"
176,Quantum Midi Posse在IBM硬件上完成一项基准测试，成功验证其QSCE框架,Quantum Midi Posse日前公布了一项在IBM Marrakesh超导量子系统上完成的基于96个活跃量子比特的基准测试。此次测试在未采用量子纠错或后选择机制的条件下进行，该公司表示，其结构化输出模式在原生桥接NISQ执行过程中仍得以保留。测试重点验证了其专有的量子态指令编码（QSCE）框架。实验基于六个同时运行的16量子比特区域展开，并通过原生跨区域桥接操作实现互联。结果显示，结构化量子输出在多种控制配置下仍具有可区分性。,https://thequantuminsider.com/2026/05/24/quantum-midi-posse-reports-96-qubit-structured-output-benchmark-on-ibm-hardware/,http://www.qtc.com.cn/flash/177976818033090.html,thequantuminsider.com,2026-05-24,2026-05-26,"[""量子计算"", ""量子纠错"", ""超导"", ""科技前沿""]"
175,量子投资基金Ground State Ventures将一名投资总监提升为合伙人,Ground State Ventures近日宣布将投资总监Kris Kaczmarek晋升为合伙人，以推动其全球扩张。该基金近期投资了Sygaldry等企业，并参与了QuantWare的1.78亿美元B轮融资，延续了其从最早阶段支持量子初创公司的战略。此次晋升公告紧随该公司从原名QDNL Participations完成品牌重塑，以及筹得8800万美元量子专项基金以便将投资重点从荷兰本土扩展至全球范围之后。,https://thequantuminsider.com/2026/05/20/quantum-tech-vc-firm-ground-state-ventures-promotes-kris-kaczmarek-to-partner/,http://www.qtc.com.cn/flash/177975450732967.html,thequantuminsider.com,2026-05-20,2026-05-26,"[""融资商业"", ""企业资讯"", ""企业资讯"", ""资本运作""]"
174,新加坡出台一系列新举措，助力企业应对AI革命与量子威胁双重挑战,新加坡近日宣布了多项新举措，旨在推动企业采用人工智能技术、提升网络韧性，并提前应对量子相关安全风险对电信基础设施带来的挑战。在ATxEnterprise 2026大会上，新加坡数字发展与信息部高级政务部长陈杰豪（音译）公布了“数字企业蓝图”下的新计划，该计划涉及与政府机构、科技公司及电信运营商的合作。这些措施旨在帮助新加坡企业借助AI提高竞争力，同时加强防御网络攻击的能力，并开始为后量子密码时代做准备，确保电信网络在量子计算威胁下仍能保存安全。,https://www.telecompaper.com/news/singapore-expands-quantum-safe-telecom-infrastructure-plans-enterprise-ai-initiatives--1571874,http://www.qtc.com.cn/flash/177975516732974.html,www.telecompaper.com,2026-05-22,2026-05-26,"[""量子计算"", ""后量子密码"", ""AI/ML"", ""企业资讯"", ""企业资讯"", ""宏观态势""]"
173,从障碍到资源：卡尔斯鲁厄理工学院首次实现对超导体磁涡旋进行量子控制,德国卡尔斯鲁厄理工学院（KIT）的一个研究团队最近通过实验证明，超导体中此前被视为干扰因素的磁涡旋，可在特定材料中被用来作为可控量子系统。他们的这一发现将原本不受欢迎的物理现象转化为了量子技术中的一种潜在资源，为量子计算机、高灵敏度传感器系统及材料科学创新方法的发展开辟了新路径。相关研究成果已于近日已发表在《自然》杂志上。,https://www.kit.edu/kit/english/pi_2026_046_once-a-disruption-now-a-resource-superconducting-vortices-used-as-qubits.php,http://www.qtc.com.cn/flash/177975696732987.html,www.kit.edu,,2026-05-26,"[""量子计算"", ""超导"", ""科技前沿"", ""科技前沿"", ""科技前沿""]"
172,加拿大资助555万加元发起两项量子挑战，聚焦北极光学地面站与远距离量子中继,加拿大政府近日发起两项“创新解决方案挑战”，面向北极光学地面站与远距离量子中继技术领域，拟提供最高555万加元的潜在资助，以支持下一代通信基础设施建设。其中，加拿大国防部提出需求，寻求研发一种坚固、可运输的光学地面站系统，以用于在北极环境下实现与低地球轨道卫星的高带宽激光通信，该项目第二阶段原型资助金额最高可达200万加元。此外，加拿大创新、科学与经济发展部将资助量子中继器技术研发，欲通过量子存储与纠缠交换能力延伸量子网络传输距离，其中一笔第二阶段拨款最高可达300万加元。,https://thequantuminsider.com/2026/05/23/canada-opens-5-5-million-quantum-networking-challenge-to-advance-quantum-repeaters/,http://www.qtc.com.cn/flash/177975780032972.html,thequantuminsider.com,2026-05-23,2026-05-26,"[""量子通信"", ""资本运作""]"
171,研究人员利用经典计算机成功求解被认为不可能完成的复杂量子物理问题,来自西蒙斯基金会熨斗研究所计算量子物理中心（CCQ）以及美国波士顿大学的物理学家，利用传统计算机结合先进数学工具与程序代码，成功求解了一个此前被认为只能由量子计算机才能解决的复杂量子物理问题。该方法在计算效率上实现突破，使研究人员甚至能够在个人笔记本电脑上完成求解。这一方法提升了经典计算机在复杂问题求解方面的能力，为量子动力学研究开辟了新的方向，并可能为在大量可行解中寻找最优解的问题提供一种参考性求解范式。相关研究成果已于日前发表在《科学》期刊。,https://www.simonsfoundation.org/2026/05/21/quantum-dynamics-breakthrough-overturns-claim-of-quantum-supremacy-opens-new-research-directions/,http://www.qtc.com.cn/flash/177975876732975.html,www.simonsfoundation.org,2026-05-21,2026-05-26,"[""量子计算"", ""科技前沿"", ""科技前沿"", ""科技前沿""]"
170,OIST新研究重新定义自旋玻璃，为量子自旋液体提供了更稳健研究路径,近日，日本冲绳科学技术大学院大学（OIST）电子与量子磁学课题组的研究人员在实验中观测到，在逐步引入化学无序的过程中，高度有序的反铁磁晶体中自旋组织发生的演化行为。基于该结果，研究人员对“自旋玻璃”这一概念给出了实验验证定义，为其提供了更清晰的解释框架，并有助于更准确地解读相关实验研究结果。此前，自旋玻璃在理论物理与材料科学之间存在一定认知差异。这一重新定义也为研究量子自旋液体提供了一种更为稳健的研究路径。相关研究成果已于日前发表在《Matter》期刊。,https://www.oist.jp/news-center/news/2026/5/21/complete-evolution-spin-glass-order-chaos,http://www.qtc.com.cn/flash/177976002832976.html,www.oist.jp,2026-05-22,2026-05-26,"[""科技前沿"", ""科技前沿"", ""科技前沿""]"
169,德国科学家成功实现对有机分子进行单分子级的量子调控,来自NVision成像技术公司和德国乌尔姆大学等机构的科学家们报告称，单个有机分子在光作用下可实现量子信息的存储、操控与读取，并演示了对单个有机分子的相干量子控制与光学读出。该研究指出，这一结果提示了一种潜在的量子技术路径，可通过化学工程设计的分子体系构建量子器件，而非依赖传统半导体缺陷结构。此外，该研究还展示了一种单分子自旋-光子接口，在特殊设计的晶体中嵌入有机卡宾分子，这使分子量子系统从传统的多分子集合实验推进至单分子层级的控制。相关研究成果已于日前发表在预印本平台arXiv上。,https://thequantuminsider.com/2026/05/20/molecular-qubit-achieves-single-photon-quantum-control/,http://www.qtc.com.cn/flash/177976224732968.html,thequantuminsider.com,2026-05-20,2026-05-26,"[""光量子"", ""产品动态"", ""半导体"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""科技前沿""]"
168,Crypto4A正式发布量子安全密钥管理平台QxVault,Crypto4A日前宣布其新一代密钥与敏感信息管理平台QxVault正式商用。该平台基于Crypto4A的量子安全架构，并以符合FIPS 140-3 Level 3i认证的加密模块为核心支撑，在提供企业级安全防护能力的同时降低了传统方案的运维负担。QxVault面向企业及政府机构，旨在以更简化的方式实现对敏感数据的安全保护，并提升可控性与面向未来的安全能力。随着组织逐步从分散的安全架构与复杂的传统工具体系转型，该平台提出了统一方法，通过量子安全平台简化密钥管理流程，并强化了数字信任基础。,https://www.prnewswire.com/news-releases/crypto4a-announces-general-availability-of-qxvault-a-quantum-safe-secrets-management-platform-built-for-simplicity-sovereignty-and-scale-302780466.html,http://www.qtc.com.cn/flash/177976318033095.html,www.prnewswire.com,2026-05-25,2026-05-26,"[""后量子密码"", ""产品动态"", ""产品动态"", ""产品动态""]"
167,法国重金押注未来：马克龙宣布追加10亿欧元发展量子技术,法国总统马克龙于日前宣布，将追加15.5亿欧元（约17.9亿美元）投资量子计算与半导体领域，并指出欧洲各国应携手推进这两大关键战略技术，以在全球竞争中保持领先地位。在参观巴黎近郊的原子能暨替代能源委员会（CEA）超算中心时，马克龙透露，新资助方案将从“法国2030”计划中拨出10亿欧元用于量子技术，另增加5.5亿欧元支持半导体领域。这笔资金将助力量子计算领域的发展，并补充了法国于2021年投入18亿欧元以加强国家量子战略的承诺。,https://www.france24.com/en/live-news/20260522-france-announces-billion-euro-boost-for-quantum-computing,http://www.qtc.com.cn/flash/177976086433085.html,www.france24.com,2026-05-22,2026-05-26,"[""量子计算"", ""融资商业"", ""企业资讯"", ""半导体"", ""企业资讯"", ""宏观态势""]"
166,Rigetti采购牛津仪器的原子层蚀刻系统，以提升其量子晶圆厂制造能力,牛津仪器（Oxford Instruments）近日宣布，量子计算公司Rigetti Computing已购买其PlasmaPro 100 Cobra原子层刻蚀（ALE）系统，用于量子器件的专用制造，以进一步提升其近期扩建的量子代工厂。牛津仪器表示，该公司的ALE技术可为下一代量子器件提供平滑、低损伤的刻蚀工艺，使PlasmaPro 100 Cobra成为了Fab-1量子制造工厂的理想选择。Rigetti开创的量子代工模式还证明了在规模化提升质量和性能的过程中，投资内部量子比特制造能力的价值。,https://www.oxinst.com/news/oxford-instruments-to-supply-atomic-layer-etch-equipment-to-rigetti-computing-to-expand-advanced-quantum-fabrication-capabilities/,http://www.qtc.com.cn/flash/177967014732981.html,www.oxinst.com,,2026-05-25,"[""量子计算"", ""融资商业"", ""半导体"", ""产品动态""]"
165,Arqit公布新财务业绩：营收仅62.3万美元，月均运营支出降至260万,量子安全加密领域的先驱企业Arqit Quantum Inc.近日公布了2026财年上半年财务业绩。截至2026年3月31日的六个月内，该公司实现营收62.3万美元。期内该公司保持成本控制，在不包括因先前披露的股东诉讼和解相关外部法律费用的情况下，月度运营平均支出为260万美元。截至2026年3月31日，公司持有现金及现金等价物约2890万美元；至2026年5月20日，该数字已增至3590万美元。,https://www.globenewswire.com/news-release/2026/05/21/3299277/0/en/arqit-quantum-inc-announces-financial-results-for-first-half-of-fiscal-year-2026.html,http://www.qtc.com.cn/flash/177967164832980.html,www.globenewswire.com,2026-05-21,2026-05-25,"[""后量子密码"", ""融资商业"", ""资本运作""]"
164,Aegiq启用英国新总部，计划投数百万英镑打造光子量子计算卓越中心,英国量子技术公司Aegiq近日在谢菲尔德启用新总部，以建立专注于光子量子计算的卓越中心。该公司计划在未来五年投资数百万英镑，重点面向毕业生和早期职业人才创造高技能岗位。Aegiq将借助英国在光子学与半导体制造领域的优势，致力于开发可扩展的量子计算机，应用可覆盖航空航天、网络安全和医疗健康领域，此举旨在将英国南约克郡打造为这一新兴技术的核心枢纽。,https://quantumzeitgeist.com/aegiq-plans-multi-million-pound/,http://www.qtc.com.cn/flash/177967248732973.html,quantumzeitgeist.com,2026-05-20,2026-05-25,"[""量子计算"", ""光量子"", ""融资商业"", ""半导体"", ""宏观态势"", ""宏观态势"", ""产品动态""]"
163,SBQuantum获400万加元种子轮融资，加速金刚石量子磁力计商业化,加拿大量子磁力计公司SBQuantum最近宣布完成超额认购的400万加元种子轮融资。本轮融资由Quantonation和Quantacet联合领投，魁北克投资局参与跟投，这是该公司自2017年成立以来获得的首笔私募投资。该公司表示，这笔资金将在公司发展关键期用于团队扩充与业务加速增长，同时还宣布Eric Giroux将出任首席执行官。据悉，SBQuantum专注于研发量子金刚石磁力计，这种量子传感器能够为公共安全、导航与国防领域的威胁探测应用提供高精度实时数据。,https://sbquantum.com/seed_sbq/,http://www.qtc.com.cn/flash/177967290732977.html,sbquantum.com,,2026-05-25,"[""量子传感"", ""融资商业"", ""资本运作""]"
162,WISER与弗劳恩霍夫的新联合研究探索了量子机器学习在异常检测中的应用,美国华盛顿WISER研究所与德国弗劳恩霍夫工业数学研究所（Fraunhofer ITWM）近日在WISER量子与人工智能计划下完成一项联合研究项目，推动了对量子机器学习在工业实际应用场景中的理解。该合作的核心是探索新兴量子计算方法如何支持制造业中的异常检测，这一任务对于识别复杂生产系统中的故障至关重要。通过分析工业设备中的传感器数据，这类方法旨在及早发现异常，从而减少停机时间、提升质量控制并提高整体效率。这项工作成功展示了量子机器学习如何在当下解决实际工业问题，同时揭示了随着量子硬件的不断发展，其有望提升复杂生产环境中决策支持质量的潜力。,https://www.itwm.fraunhofer.de/en/press-publications/press-releases/2026/2026_05_19_WISER_EN.html,http://www.qtc.com.cn/flash/177967392732971.html,www.itwm.fraunhofer.de,2026-05-20,2026-05-25,"[""量子计算"", ""AI/ML"", ""企业资讯"", ""半导体"", ""科技前沿"", ""企业资讯"", ""科技前沿"", ""科技前沿""]"
161,科学家化障碍为利器：散射介质可变身为量子信息安全传输新组件,来自法国巴黎纳米科学研究所、法国卡斯特勒-布罗塞尔实验室以及英国格拉斯哥大学的研究人员联合开发出一种新方法，能使散射介质仅对纠缠光子对所携带的信息保持透明，而对经典光仍完全不透明。据团队介绍，他们通过将光学无序结构转化为可区分经典信息与量子信息的选择性滤波器，实现了一项重要概念突破——复杂介质不再只是量子信息传输中的干扰因素，而可作为具备主动调控能力的可编程功能组件。研究人员指出，这种基于物理机制的信息区分能力，在安全通信领域具有广阔应用前景。相关研究成果已于日前发表在《光学》和《自然·物理》期刊。,https://www.lkb.fr/en/the-quantum-key-to-seeing-through-chaos/,http://www.qtc.com.cn/flash/177967488732986.html,www.lkb.fr,2026-05-20,2026-05-25,"[""光量子"", ""科技前沿"", ""科技前沿"", ""科技前沿""]"
160,QuiX发布光子组装控制单元 可降低光量子系统复杂度并提升集成与维护效率,QuiX Quantum近日推出新型光子组装控制单元（PACU），为其光量子系统及未来通用量子计算机构建了可扩展、标准化的控制层。据该公司称，PACU采用机架式架构，支持最多1000个低速和32个高速移相器，响应时间低于2毫秒，并集成以太网与USB连接、空气冷却、过热保护以及光子组件热插拔等功能。QuiX Quantum公司表示，随着光子量子系统逐步迈向更广泛的工业与商业应用，PACU有助于降低系统运行复杂度，并提升模块化能力、维护效率及数据中心集成水平。,https://thequantuminsider.com/2026/05/21/quix-quantum-introduces-pacu-a-photonic-assembly-control-unit-for-scalable-quantum-systems/,http://www.qtc.com.cn/flash/177967596732969.html,thequantuminsider.com,2026-05-21,2026-05-25,"[""量子计算"", ""光量子"", ""产品动态"", ""政策标准"", ""产品动态"", ""产品动态""]"
159,南卡罗来纳大学力邀前NASA及国土安全部专家，以加速量子信息技术布局,美国南卡罗来纳大学近日任命前NASA首席科学家Nasser Barghouty博士及前美国国土安全部新兴技术顾问Jalal Mapar担任高级外部顾问，任期数年，以拓展该校的量子信息科学与技术项目。未来两年内，两位顾问将支持应用量子研究、促进师生合作，并围绕南卡罗来纳州的量子生态与劳动力目标推进战略项目开发。此次任命基于该州2023年承诺的1500万美元量子准备资金，旨在将大学主导的研究与国家安全、基础设施及经济优先事项连接起来。,https://thequantuminsider.com/2026/05/21/university-of-south-carolina-establishes-national-level-quantum-senior-external-advisors-to-strengthen-research-and-education/,http://www.qtc.com.cn/flash/177967650532970.html,thequantuminsider.com,2026-05-21,2026-05-25,"[""企业资讯"", ""科技前沿"", ""企业资讯"", ""科技前沿"", ""宏观态势""]"
158,金刚石超导机制获新解：美研究人员为开发多功能量子芯片奠定了基础,近日，来自美国宾夕法尼亚州立大学、芝加哥大学普利兹克分子工程学院以及由美国阿贡国家实验室牵头的美国能源部国家量子信息科学研究中心Q-NEXT的研究人员，通过制备高质量金刚石，并从材料噪声中分离电子信号，揭示了金刚石中超导现象背后的物理机制新见解。这一发现为在同一量子芯片上实现多种功能提供了潜在路线图，该创新有望提升量子技术效率，并增强其与经典技术的集成能力。相关研究成果已于日前发表在《美国国家科学院院刊》上。,https://pme.uchicago.edu/news/designer-superconducting-diamond-researchers-uncover-path-multi-modality-quantum-chips,http://www.qtc.com.cn/flash/177967732832984.html,pme.uchicago.edu,2026-05-22,2026-05-25,"[""超导"", ""产品动态"", ""半导体"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""科技前沿""]"
157,法国量子计算初创公司Alice & Bob获得英伟达风投部门投资,Alice & Bob日前宣布获得了NVentures（英伟达旗下风投部门）的投资，该笔资金将扩展其1亿欧元B轮融资，并支持其研发面向容错量子计算的架构。此次投资金额未予披露。据了解，自2024年以来，Alice & Bob与英伟达已建立紧密技术合作关系，合作内容涵盖CUDA-Q、cuQuantum以及其开源量子模拟库Dynamiqs，并共同推进了英伟达NVQLink技术的相关工作。双方表示，未来将继续合作，将量子计算机引入全球高性能计算中心，并将猫量子比特与英伟达的加速计算基础设施及软件栈进行集成。,https://www.hpcwire.com/off-the-wire/alice-bob-expands-e100m-series-b-with-investment-from-nvidias-nventures/,http://www.qtc.com.cn/flash/177967878432982.html,www.hpcwire.com,,2026-05-25,"[""量子计算"", ""量子纠错"", ""融资商业"", ""企业资讯"", ""企业资讯"", ""资本运作""]"
